company_name,industry_category,sub_industry,location_area,district,zone_type,distance_km,company_type,employee_estimate,materials_used,adhesive_type_needed,product_needed,application_type,purchase_stage,expected_monthly_volume_liters,order_frequency,urgency_days,payment_terms_expected,has_google_listing,google_review_count,has_phone,credibility_level,lead_source,lead_bucket,lead_score
Company_1491,Construction,Wood Panel Unit,Gazipur,Gazipur,Industrial Zone,42.3,Distributor,Large (250+),Mixed/Unknown,PU,PU Adhesive,Assembly,Regular Reorder,2634,Monthly,6,Cash,No,0,No,Low,Facebook Page,Warm,75
Company_1492,Footwear,Shoe Upper Factory,Narayanganj,Narayanganj,Industrial Zone,36.1,Trader,Small (10-49),Rubber,Unknown,SR Adhesive,Bonding,Regular Reorder,152,One-time,66,Credit,Yes,10,Yes,Medium,Distributor Referral,Save For Later,40
Company_1493,Upholstery/Foam,Sofa Upholstery Workshop,Keraniganj,Dhaka,Near Highway,26.8,Trader,Small (10-49),Wood,SR,SR Adhesive,Assembly,Trial Order,170,Monthly,71,Credit,Yes,33,No,Medium,WhatsApp,Save For Later,41
Company_1494,Furniture,Modular Furniture Manufacturer,Savar,Dhaka,Industrial Zone,40.2,Retailer,Medium (50-249),Fabric,SR,SR Adhesive,Bonding,Trial Order,275,Weekly,20,Cash,Yes,47,Yes,High,Phone Call,Cold,60
Company_1495,Automotive/Transport,Auto Seat Upholstery,Motijheel,Dhaka,Central Dhaka,2,Distributor,Medium (50-249),PVC/EVA,Unknown,SR Adhesive,Bonding,Trial Order,262,Weekly,18,Credit,Yes,46,Yes,High,Phone Call,Cold,62
Company_1496,Automotive/Transport,Car Accessories Unit,Savar,Dhaka,Industrial Zone,34.1,Trader,Medium (50-249),PVC/EVA,SR,SR Adhesive,Bonding,Trial Order,223,Monthly,36,Cash,Yes,34,No,Medium,Facebook Page,Save For Later,34
Company_1497,Upholstery/Foam,Cushion Producer,Uttara,Dhaka,Mixed Zone,20.3,Manufacturer,Medium (50-249),Wood,SR,SR Adhesive,Lamination,Regular Reorder,271,Monthly,55,Credit,Yes,38,No,Medium,WhatsApp,Save For Later,49
Company_1498,Construction,Wood Panel Unit,Savar,Dhaka,Industrial Zone,27.1,Manufacturer,Large (250+),PVC/EVA,Unknown,SR Adhesive,Assembly,Regular Reorder,0,Weekly,6,Cash,Yes,147,Yes,High,Walk-in,Warm,67
Company_1499,Upholstery/Foam,Sofa Upholstery Workshop,Keraniganj,Dhaka,Near Highway,27.7,Manufacturer,Large (250+),Foam,Unknown,General Purpose Adhesive,Bonding,Trial Order,312,Weekly,48,Credit,Yes,9,Yes,Medium,Referral,Cold,50
Company_1500,Furniture,Modular Furniture Manufacturer,Narayanganj,Narayanganj,Industrial Zone,27.3,Retailer,Medium (50-249),Fabric,SR,SR Adhesive,Bonding,Trial Order,0,Monthly,44,Cash,Yes,65,Yes,High,Referral,Cold,47
Company_1501,Furniture,Carpentry Unit,Gazipur,Gazipur,Industrial Zone,35.3,Trader,Micro (1-9),Wood,SR,SR Adhesive,Bonding,Regular Reorder,435,Monthly,10,Unknown,Yes,117,Yes,High,Website Inquiry,Warm,73
Company_1502,Construction,Interior Materials Trader,Tongi,Gazipur,Industrial Zone,27.7,Manufacturer,Medium (50-249),Wood,PU,PU Adhesive,Lamination,Regular Reorder,271,Weekly,49,Credit,Yes,47,Yes,High,Website Inquiry,Cold,53
Company_1503,Construction,Interior Materials Trader,Uttara,Dhaka,Mixed Zone,14.2,Manufacturer,Medium (50-249),Wood,SR,SR Adhesive,Bonding,Trial Order,94,Monthly,19,Unknown,Yes,0,No,Low,WhatsApp,Reject,10
Company_1504,Automotive/Transport,Vehicle Interior Workshop,Narayanganj,Narayanganj,Industrial Zone,33.8,Manufacturer,Micro (1-9),Foam,Unknown,PU Adhesive,Assembly,Trial Order,70,One-time,44,Cash,Yes,27,No,Medium,Facebook Page,Save For Later,28
Company_1505,Upholstery/Foam,Cushion Producer,Motijheel,Dhaka,Central Dhaka,10.3,Trader,Micro (1-9),Foam,Unknown,PU Adhesive,Bonding,Regular Reorder,48,One-time,53,Cash,Yes,11,No,Medium,Referral,Reject,27
Company_1506,Construction,Door & Board Manufacturer,Uttara,Dhaka,Mixed Zone,20.4,Manufacturer,Large (250+),PVC/EVA,Unknown,PU Adhesive,Assembly,Regular Reorder,3837,Weekly,1,Unknown,Yes,222,Yes,High,WhatsApp,Hot,91
Company_1507,Furniture,Modular Furniture Manufacturer,Tejgaon,Dhaka,Industrial Zone,14.9,Trader,Medium (50-249),Wood,SR,SR Adhesive,Bonding,Annual Contract,344,Weekly,35,Unknown,Yes,9,Yes,Medium,Website Inquiry,Cold,54
Company_1508,Other,Small Enterprise,Tongi,Gazipur,Industrial Zone,35,Distributor,Small (10-49),Mixed/Unknown,Unknown,SR Adhesive,Bonding,Trial Order,65,One-time,19,Cash,Yes,4,No,Low,Facebook Page,Reject,16
Company_1509,Other,Small Repair Unit,Gulshan,Dhaka,Central Dhaka,16.9,Manufacturer,Micro (1-9),Mixed/Unknown,PU,PU Adhesive,Bonding,Trial Order,82,Monthly,25,Cash,No,0,Yes,Low,Referral,Reject,12
Company_1510,Upholstery/Foam,Sofa Upholstery Workshop,Tejgaon,Dhaka,Industrial Zone,6.9,Retailer,Small (10-49),Fabric,SR,SR Adhesive,Lamination,Trial Order,0,Monthly,30,Cash,Yes,25,No,Medium,Facebook Page,Cold,40
Company_1511,Construction,Interior Materials Trader,Gulshan,Dhaka,Central Dhaka,12.2,Retailer,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Lamination,Regular Reorder,14,Monthly,28,Cash,Yes,12,Yes,Medium,Phone Call,Cold,43
Company_1512,Construction,PVC Sheet Workshop,Keraniganj,Dhaka,Near Highway,27.2,Trader,Small (10-49),Mixed/Unknown,Unknown,General Purpose Adhesive,Assembly,Trial Order,139,Monthly,33,Credit,Yes,41,Yes,High,Phone Call,Cold,46
Company_1513,Furniture,Interior Workshop,Mirpur,Dhaka,Mixed Zone,15.6,Manufacturer,Medium (50-249),Wood,SR,SR Adhesive,Bonding,Regular Reorder,385,Weekly,46,Unknown,Yes,36,Yes,High,Walk-in,Cold,69
Company_1514,Footwear,Leather Goods Workshop,Uttara,Dhaka,Mixed Zone,11.2,Trader,Small (10-49),Leather,PU,PU Adhesive,Bonding,Trial Order,219,Monthly,42,Cash,Yes,26,Yes,High,Facebook Page,Save For Later,47
Company_1515,Furniture,Interior Workshop,Narayanganj,Narayanganj,Industrial Zone,26.4,Trader,Micro (1-9),Foam,Unknown,General Purpose Adhesive,Assembly,Regular Reorder,512,Weekly,13,Unknown,Yes,71,Yes,High,Phone Call,Warm,72
Company_1516,Construction,Door & Board Manufacturer,Tongi,Gazipur,Industrial Zone,21.6,Manufacturer,Small (10-49),Wood,PU,PU Adhesive,Assembly,Trial Order,227,Monthly,40,Cash,Yes,43,Yes,High,Facebook Page,Cold,50
Company_1517,Construction,Door & Board Manufacturer,Gazipur,Gazipur,Industrial Zone,39.2,Retailer,Small (10-49),Wood,Unknown,General Purpose Adhesive,Bonding,Trial Order,122,One-time,28,Unknown,No,0,Yes,Low,WhatsApp,Cold,40
Company_1518,Construction,Interior Materials Trader,Mirpur,Dhaka,Mixed Zone,10.5,Manufacturer,Small (10-49),Mixed/Unknown,Unknown,SR Adhesive,Bonding,Trial Order,0,Monthly,60,Unknown,Yes,40,Yes,High,WhatsApp,Save For Later,35
Company_1519,Upholstery/Foam,Mattress Manufacturer,Narayanganj,Narayanganj,Industrial Zone,26,Manufacturer,Medium (50-249),Fabric,SR,SR Adhesive,Bonding,Trial Order,649,Monthly,11,Cash,Yes,104,Yes,High,Distributor Referral,Warm,74
Company_1520,Automotive/Transport,Auto Seat Upholstery,Gazipur,Gazipur,Industrial Zone,49.3,Manufacturer,Small (10-49),PVC/EVA,SR,SR Adhesive,Repair/Maintenance,Regular Reorder,206,Monthly,40,Credit,Yes,35,Yes,High,Phone Call,Save For Later,36
Company_1521,Automotive/Transport,Auto Seat Upholstery,Gazipur,Gazipur,Industrial Zone,32.2,Manufacturer,Small (10-49),Fabric,SR,SR Adhesive,Lamination,Regular Reorder,332,Monthly,11,Cash,Yes,85,Yes,High,Walk-in,Warm,68
Company_1522,Construction,Wood Panel Unit,Gulshan,Dhaka,Central Dhaka,3.1,Manufacturer,Small (10-49),PVC/EVA,Unknown,General Purpose Adhesive,Bonding,Trial Order,78,Monthly,39,Cash,Yes,3,No,Low,Facebook Page,Reject,4
Company_1523,Automotive/Transport,Auto Seat Upholstery,Motijheel,Dhaka,Central Dhaka,6.9,Manufacturer,Medium (50-249),PVC/EVA,Unknown,PU Adhesive,Lamination,Trial Order,636,Monthly,9,Credit,Yes,76,Yes,High,Distributor Referral,Warm,70
Company_1524,Footwear,Shoe Upper Factory,Tejgaon,Dhaka,Industrial Zone,2,Manufacturer,Medium (50-249),PVC/EVA,PU,PU Adhesive,Lamination,Trial Order,664,Monthly,3,Cash,Yes,143,Yes,High,Phone Call,Hot,99
Company_1525,Furniture,Wood Furniture Factory,Keraniganj,Dhaka,Near Highway,21.8,Trader,Medium (50-249),Wood,Unknown,SR Adhesive,Repair/Maintenance,Regular Reorder,348,Weekly,38,Credit,Yes,20,Yes,Medium,Phone Call,Cold,42
Company_1526,Furniture,Interior Workshop,Savar,Dhaka,Industrial Zone,35.4,Manufacturer,Micro (1-9),Fabric,Unknown,SR Adhesive,Bonding,Trial Order,75,One-time,40,Cash,Yes,7,No,Medium,Phone Call,Save For Later,46
Company_1527,Construction,Door & Board Manufacturer,Tejgaon,Dhaka,Industrial Zone,3.1,Manufacturer,Medium (50-249),PVC/EVA,PU,PU Adhesive,Repair/Maintenance,Trial Order,79,One-time,33,Credit,Yes,7,No,Medium,Distributor Referral,Reject,21
Company_1528,Packaging,Label Printing Unit,Tongi,Gazipur,Industrial Zone,21.7,Trader,Micro (1-9),Paper/Board,SR,SR Adhesive,Assembly,Annual Contract,169,Monthly,10,Cash,Yes,54,No,Medium,Walk-in,Warm,73
Company_1529,Packaging,Corrugated Box Factory,Uttara,Dhaka,Mixed Zone,9,Trader,Small (10-49),Plastic,Unknown,PU Adhesive,Lamination,Trial Order,193,Monthly,15,Unknown,Yes,76,Yes,High,WhatsApp,Cold,39
Company_1530,Furniture,Carpentry Unit,Tejgaon,Dhaka,Industrial Zone,5.6,Manufacturer,Small (10-49),Wood,SR,SR Adhesive,Assembly,Trial Order,229,Monthly,50,Cash,Yes,29,No,Medium,Phone Call,Cold,54
Company_1531,Construction,Wood Panel Unit,Gulshan,Dhaka,Central Dhaka,23,Manufacturer,Medium (50-249),Mixed/Unknown,PU,PU Adhesive,Bonding,Regular Reorder,990,Monthly,9,Unknown,Yes,101,Yes,High,Referral,Warm,85
Company_1532,Packaging,Paper Bag Producer,Motijheel,Dhaka,Central Dhaka,2,Manufacturer,Small (10-49),Plastic,SR,SR Adhesive,Assembly,Regular Reorder,365,Monthly,27,Cash,Yes,20,Yes,Medium,WhatsApp,Cold,55
Company_1533,Construction,PVC Sheet Workshop,Tongi,Gazipur,Industrial Zone,24.8,Manufacturer,Medium (50-249),PVC/EVA,PU,PU Adhesive,Assembly,Regular Reorder,575,Weekly,8,Cash,Yes,11,Yes,Medium,WhatsApp,Warm,74
Company_1534,Upholstery/Foam,Cushion Producer,Tejgaon,Dhaka,Industrial Zone,6.4,Manufacturer,Large (250+),Wood,Unknown,SR Adhesive,Lamination,Trial Order,303,Weekly,51,Credit,Yes,12,Yes,Medium,Distributor Referral,Cold,48
Company_1535,Other,Small Enterprise,Gulshan,Dhaka,Central Dhaka,16.3,Trader,Small (10-49),Plastic,PU,PU Adhesive,Bonding,Trial Order,139,Monthly,68,Cash,Yes,33,Yes,High,Website Inquiry,Save For Later,43
Company_1536,Furniture,Carpentry Unit,Tongi,Gazipur,Industrial Zone,30.3,Retailer,Micro (1-9),Foam,SR,SR Adhesive,Bonding,Trial Order,37,One-time,30,Unknown,Yes,5,No,Medium,Facebook Page,Reject,10
Company_1537,Retail/Trading,Wholesale Store,Keraniganj,Dhaka,Near Highway,18.1,Manufacturer,Small (10-49),Mixed/Unknown,SR,SR Adhesive,Bonding,Trial Order,126,One-time,54,Cash,Yes,16,Yes,Medium,Website Inquiry,Save For Later,34
Company_1538,Construction,Door & Board Manufacturer,Motijheel,Dhaka,Central Dhaka,8.2,Distributor,Small (10-49),Wood,PU,PU Adhesive,Repair/Maintenance,Trial Order,151,Monthly,24,Cash,Yes,9,Yes,Medium,Facebook Page,Cold,52
Company_1539,Upholstery/Foam,Mattress Manufacturer,Motijheel,Dhaka,Central Dhaka,10.4,Trader,Medium (50-249),Wood,SR,SR Adhesive,Lamination,Regular Reorder,752,Weekly,7,Credit,Yes,76,Yes,High,Walk-in,Warm,85
Company_1540,Packaging,Plastic Packaging Manufacturer,Tejgaon,Dhaka,Industrial Zone,13.9,Manufacturer,Medium (50-249),Paper/Board,Unknown,SR Adhesive,Lamination,Trial Order,281,Monthly,46,Cash,Yes,4,Yes,Medium,Walk-in,Save For Later,40
Company_1541,Other,General Workshop,Mirpur,Dhaka,Mixed Zone,23.3,Retailer,Medium (50-249),Mixed/Unknown,PU,PU Adhesive,Lamination,Regular Reorder,81,Monthly,37,Credit,No,0,No,Low,Facebook Page,Reject,17
Company_1542,Automotive/Transport,Auto Seat Upholstery,Savar,Dhaka,Industrial Zone,31.6,Manufacturer,Large (250+),Foam,PU,PU Adhesive,Lamination,Trial Order,210,One-time,44,Unknown,Yes,22,Yes,Medium,Facebook Page,Save For Later,31
Company_1543,Construction,Interior Materials Trader,Narayanganj,Narayanganj,Industrial Zone,25.1,Manufacturer,Large (250+),PVC/EVA,PU,PU Adhesive,Lamination,Regular Reorder,1615,Monthly,2,Credit,Yes,107,Yes,High,Referral,Hot,100
Company_1544,Retail/Trading,Wholesale Store,Mirpur,Dhaka,Mixed Zone,10.5,Retailer,Small (10-49),Mixed/Unknown,Unknown,General Purpose Adhesive,Bonding,Trial Order,68,Monthly,51,Unknown,No,0,Yes,Low,Facebook Page,Reject,15
Company_1545,Other,Small Enterprise,Gulshan,Dhaka,Central Dhaka,12.3,Retailer,Small (10-49),Wood,Unknown,PU Adhesive,Assembly,Regular Reorder,72,Monthly,45,Credit,Yes,1,Yes,Medium,Facebook Page,Reject,24
Company_1546,Automotive/Transport,Bus/Coach Body Shop,Savar,Dhaka,Industrial Zone,24,Manufacturer,Small (10-49),PVC/EVA,SR,SR Adhesive,Bonding,Regular Reorder,333,Monthly,11,Cash,Yes,80,Yes,High,Phone Call,Warm,75
Company_1547,Footwear,Shoe Upper Factory,Savar,Dhaka,Industrial Zone,29.5,Trader,Medium (50-249),Rubber,SR,SR Adhesive,Assembly,Trial Order,627,Monthly,4,Credit,Yes,116,Yes,High,WhatsApp,Hot,100
Company_1548,Retail/Trading,General Trading Store,Gazipur,Gazipur,Industrial Zone,44.8,Distributor,Small (10-49),Mixed/Unknown,Unknown,PU Adhesive,Assembly,Trial Order,84,One-time,9,Cash,No,0,Yes,Low,Facebook Page,Reject,11
Company_1549,Packaging,Plastic Packaging Manufacturer,Uttara,Dhaka,Mixed Zone,13.8,Manufacturer,Small (10-49),Paper/Board,SR,SR Adhesive,Lamination,Regular Reorder,0,One-time,27,Cash,Yes,43,Yes,High,WhatsApp,Cold,57
Company_1550,Footwear,Footwear Accessories Supplier,Keraniganj,Dhaka,Near Highway,17,Trader,Micro (1-9),Rubber,Unknown,SR Adhesive,Assembly,Trial Order,0,One-time,47,Unknown,Yes,4,No,Low,Facebook Page,Reject,12
Company_1551,Retail/Trading,Wholesale Store,Motijheel,Dhaka,Central Dhaka,13,Manufacturer,Large (250+),Mixed/Unknown,SR,SR Adhesive,Assembly,Regular Reorder,375,Weekly,35,Unknown,Yes,52,Yes,High,Walk-in,Cold,71
Company_1552,Packaging,Paper Bag Producer,Mirpur,Dhaka,Mixed Zone,13.4,Retailer,Micro (1-9),Paper/Board,PU,PU Adhesive,Bonding,Trial Order,19,One-time,34,Cash,Yes,26,Yes,High,WhatsApp,Save For Later,26
Company_1553,Footwear,Footwear Accessories Supplier,Keraniganj,Dhaka,Near Highway,26,Trader,Medium (50-249),PVC/EVA,SR,SR Adhesive,Bonding,Regular Reorder,303,Monthly,28,Unknown,Yes,16,Yes,Medium,Phone Call,Cold,52
Company_1554,Construction,Wood Panel Unit,Narayanganj,Narayanganj,Industrial Zone,29,Manufacturer,Small (10-49),Wood,PU,PU Adhesive,Assembly,Trial Order,285,Monthly,12,Cash,Yes,70,Yes,High,WhatsApp,Cold,65
Company_1555,Automotive/Transport,Auto Seat Upholstery,Mirpur,Dhaka,Mixed Zone,9.5,Trader,Small (10-49),Fabric,Unknown,PU Adhesive,Assembly,Regular Reorder,164,Monthly,35,Cash,Yes,10,Yes,Medium,WhatsApp,Cold,54
Company_1556,Packaging,Corrugated Box Factory,Savar,Dhaka,Industrial Zone,36.4,Manufacturer,Medium (50-249),Paper/Board,SR,SR Adhesive,Repair/Maintenance,Regular Reorder,335,Monthly,39,Cash,Yes,7,Yes,Medium,WhatsApp,Cold,52
Company_1557,Other,General Workshop,Uttara,Dhaka,Mixed Zone,20.5,Retailer,Small (10-49),Plastic,Unknown,PU Adhesive,Repair/Maintenance,Trial Order,94,Monthly,27,Credit,Yes,3,Yes,Medium,WhatsApp,Reject,22
Company_1558,Construction,PVC Sheet Workshop,Mirpur,Dhaka,Mixed Zone,21.8,Manufacturer,Large (250+),Wood,Unknown,General Purpose Adhesive,Assembly,Annual Contract,1952,Weekly,8,Credit,Yes,57,Yes,High,WhatsApp,Warm,82
Company_1559,Retail/Trading,Wholesale Store,Gazipur,Gazipur,Industrial Zone,40.5,Retailer,Micro (1-9),Mixed/Unknown,Unknown,General Purpose Adhesive,Bonding,Trial Order,31,Monthly,42,Cash,Yes,5,Yes,Medium,Distributor Referral,Reject,26
Company_1560,Automotive/Transport,Car Accessories Unit,Mirpur,Dhaka,Mixed Zone,19.4,Trader,Medium (50-249),Fabric,Unknown,SR Adhesive,Assembly,Regular Reorder,364,Weekly,45,Cash,Yes,56,Yes,High,Website Inquiry,Cold,55
Company_1561,Construction,Door & Board Manufacturer,Gulshan,Dhaka,Central Dhaka,9.8,Distributor,Medium (50-249),Wood,Unknown,General Purpose Adhesive,Bonding,Regular Reorder,211,Monthly,31,Credit,Yes,17,Yes,Medium,Website Inquiry,Save For Later,41
Company_1562,Furniture,Modular Furniture Manufacturer,Mirpur,Dhaka,Mixed Zone,14.8,Retailer,Micro (1-9),Foam,SR,SR Adhesive,Bonding,Regular Reorder,20,One-time,31,Cash,No,0,No,Low,WhatsApp,Reject,7
Company_1563,Packaging,Label Printing Unit,Narayanganj,Narayanganj,Industrial Zone,23.7,Manufacturer,Micro (1-9),Paper/Board,Unknown,SR Adhesive,Lamination,Trial Order,388,Monthly,15,Cash,Yes,132,Yes,High,WhatsApp,Warm,80
Company_1564,Construction,PVC Sheet Workshop,Motijheel,Dhaka,Central Dhaka,7.2,Trader,Medium (50-249),Wood,Unknown,SR Adhesive,Assembly,Regular Reorder,982,Weekly,2,Credit,Yes,50,Yes,High,Phone Call,Hot,88
Company_1565,Retail/Trading,Hardware & Adhesive Shop,Tejgaon,Dhaka,Industrial Zone,9.9,Trader,Small (10-49),Mixed/Unknown,Unknown,PU Adhesive,Bonding,Trial Order,79,One-time,28,Cash,No,0,No,Low,Facebook Page,Reject,12
Company_1566,Furniture,Wood Furniture Factory,Gulshan,Dhaka,Central Dhaka,4.1,Trader,Medium (50-249),Foam,SR,SR Adhesive,Assembly,Trial Order,415,Monthly,33,Cash,Yes,30,Yes,High,Facebook Page,Cold,53
Company_1567,Packaging,Label Printing Unit,Gazipur,Gazipur,Industrial Zone,50.7,Distributor,Small (10-49),Mixed/Unknown,Unknown,SR Adhesive,Lamination,Trial Order,228,Monthly,33,Cash,Yes,27,Yes,High,Phone Call,Save For Later,33
Company_1568,Footwear,Leather Goods Workshop,Narayanganj,Narayanganj,Industrial Zone,32,Manufacturer,Medium (50-249),PVC/EVA,PU,PU Adhesive,Assembly,Regular Reorder,687,Monthly,10,Credit,Yes,92,Yes,High,Facebook Page,Warm,67
Company_1569,Automotive/Transport,Bus/Coach Body Shop,Tejgaon,Dhaka,Industrial Zone,17.4,Distributor,Small (10-49),Fabric,Unknown,PU Adhesive,Lamination,Annual Contract,0,Monthly,46,Cash,Yes,21,Yes,Medium,WhatsApp,Cold,34
Company_1570,Footwear,Footwear Accessories Supplier,Gulshan,Dhaka,Central Dhaka,14.6,Trader,Micro (1-9),PVC/EVA,SR,SR Adhesive,Bonding,Trial Order,0,One-time,74,Cash,Yes,33,No,Medium,Website Inquiry,Save For Later,30
Company_1571,Construction,PVC Sheet Workshop,Narayanganj,Narayanganj,Industrial Zone,28,Distributor,Medium (50-249),PVC/EVA,PU,PU Adhesive,Lamination,Annual Contract,537,Weekly,10,Unknown,Yes,49,Yes,High,Distributor Referral,Cold,61
Company_1572,Automotive/Transport,Bus/Coach Body Shop,Narayanganj,Narayanganj,Industrial Zone,41.7,Trader,Small (10-49),PVC/EVA,SR,SR Adhesive,Lamination,Trial Order,176,Monthly,72,Credit,Yes,8,Yes,Medium,WhatsApp,Save For Later,35
Company_1573,Other,General Workshop,Savar,Dhaka,Industrial Zone,40.4,Distributor,Small (10-49),Wood,PU,PU Adhesive,Assembly,Trial Order,0,One-time,63,Cash,Yes,2,Yes,Medium,Distributor Referral,Reject,9
Company_1574,Other,General Workshop,Gazipur,Gazipur,Industrial Zone,54.8,Retailer,Micro (1-9),Plastic,SR,SR Adhesive,Bonding,Trial Order,22,One-time,24,Cash,Yes,2,No,Low,Website Inquiry,Reject,7
Company_1575,Construction,Interior Materials Trader,Gulshan,Dhaka,Central Dhaka,8.1,Manufacturer,Medium (50-249),Mixed/Unknown,PU,PU Adhesive,Repair/Maintenance,Regular Reorder,731,Weekly,5,Cash,Yes,172,Yes,High,Website Inquiry,Warm,79
Company_1576,Furniture,Modular Furniture Manufacturer,Narayanganj,Narayanganj,Industrial Zone,28.4,Manufacturer,Medium (50-249),Fabric,Unknown,SR Adhesive,Bonding,Annual Contract,566,Weekly,11,Credit,Yes,119,Yes,High,Website Inquiry,Warm,71
Company_1577,Retail/Trading,Wholesale Store,Narayanganj,Narayanganj,Industrial Zone,23.1,Retailer,Small (10-49),Mixed/Unknown,Unknown,PU Adhesive,Bonding,Trial Order,65,Monthly,53,Cash,Yes,5,Yes,Medium,Referral,Reject,23
Company_1578,Automotive/Transport,Vehicle Interior Workshop,Tongi,Gazipur,Industrial Zone,31.9,Retailer,Small (10-49),Foam,PU,PU Adhesive,Assembly,Trial Order,191,Monthly,52,Unknown,Yes,28,Yes,High,WhatsApp,Save For Later,33
Company_1579,Furniture,Interior Workshop,Motijheel,Dhaka,Central Dhaka,10.9,Manufacturer,Medium (50-249),Wood,Unknown,PU Adhesive,Lamination,Regular Reorder,360,Weekly,3,Credit,Yes,104,Yes,High,Referral,Warm,85
Company_1580,Construction,Door & Board Manufacturer,Gulshan,Dhaka,Central Dhaka,11.4,Distributor,Small (10-49),Mixed/Unknown,PU,PU Adhesive,Repair/Maintenance,Trial Order,670,Monthly,5,Cash,Yes,46,Yes,High,WhatsApp,Warm,83
Company_1581,Footwear,Footwear Accessories Supplier,Mirpur,Dhaka,Mixed Zone,9.3,Manufacturer,Small (10-49),Leather,SR,SR Adhesive,Lamination,Annual Contract,734,Monthly,6,Unknown,Yes,63,Yes,High,Referral,Hot,86
Company_1582,Packaging,Corrugated Box Factory,Keraniganj,Dhaka,Near Highway,14.1,Manufacturer,Medium (50-249),Mixed/Unknown,Unknown,SR Adhesive,Lamination,Trial Order,510,Monthly,4,Cash,Yes,86,Yes,High,WhatsApp,Hot,88
Company_1583,Footwear,Leather Goods Workshop,Tongi,Gazipur,Industrial Zone,39.8,Retailer,Small (10-49),Leather,Unknown,SR Adhesive,Lamination,Regular Reorder,89,One-time,31,Cash,No,0,No,Low,Facebook Page,Reject,11
Company_1584,Furniture,Carpentry Unit,Gazipur,Gazipur,Industrial Zone,44.1,Trader,Small (10-49),Wood,Unknown,General Purpose Adhesive,Assembly,Trial Order,121,Monthly,43,Unknown,Yes,44,Yes,High,WhatsApp,Save For Later,38
Company_1585,Footwear,Footwear Accessories Supplier,Motijheel,Dhaka,Central Dhaka,2,Manufacturer,Small (10-49),PVC/EVA,Unknown,General Purpose Adhesive,Bonding,Annual Contract,918,Monthly,6,Credit,Yes,223,Yes,High,WhatsApp,Hot,96
Company_1586,Upholstery/Foam,Sofa Upholstery Workshop,Motijheel,Dhaka,Central Dhaka,8.2,Trader,Small (10-49),Wood,SR,SR Adhesive,Assembly,Trial Order,147,Monthly,43,Unknown,Yes,39,Yes,High,Website Inquiry,Save For Later,46
Company_1587,Furniture,Modular Furniture Manufacturer,Tongi,Gazipur,Industrial Zone,18.1,Distributor,Medium (50-249),Fabric,SR,SR Adhesive,Assembly,Regular Reorder,0,Weekly,13,Cash,Yes,110,Yes,High,Distributor Referral,Warm,70
Company_1588,Footwear,Shoe Upper Factory,Tongi,Gazipur,Industrial Zone,23.9,Manufacturer,Small (10-49),Leather,Unknown,SR Adhesive,Assembly,Annual Contract,520,Weekly,10,Cash,Yes,53,Yes,High,Phone Call,Warm,72
Company_1589,Upholstery/Foam,Foam Cutting Unit,Keraniganj,Dhaka,Near Highway,16.7,Trader,Small (10-49),Foam,SR,SR Adhesive,Lamination,Regular Reorder,196,One-time,33,Cash,Yes,43,Yes,High,WhatsApp,Cold,51
Company_1590,Upholstery/Foam,Mattress Manufacturer,Tejgaon,Dhaka,Industrial Zone,7.5,Distributor,Medium (50-249),Foam,SR,SR Adhesive,Lamination,Regular Reorder,867,Monthly,10,Credit,Yes,66,Yes,High,Phone Call,Warm,75
Company_1591,Upholstery/Foam,Cushion Producer,Gulshan,Dhaka,Central Dhaka,14.2,Trader,Small (10-49),Foam,Unknown,General Purpose Adhesive,Assembly,Trial Order,82,Monthly,37,Cash,Yes,4,Yes,Medium,Distributor Referral,Reject,14
Company_1592,Furniture,Carpentry Unit,Tongi,Gazipur,Industrial Zone,37.7,Retailer,Micro (1-9),Fabric,Unknown,General Purpose Adhesive,Lamination,Trial Order,36,One-time,10,Cash,Yes,1,Yes,Medium,Facebook Page,Reject,16
Company_1593,Retail/Trading,Hardware & Adhesive Shop,Tejgaon,Dhaka,Industrial Zone,14.1,Retailer,Small (10-49),Mixed/Unknown,Unknown,SR Adhesive,Bonding,Trial Order,74,One-time,32,Cash,Yes,5,Yes,Medium,Distributor Referral,Reject,23
Company_1594,Furniture,Carpentry Unit,Savar,Dhaka,Industrial Zone,33.9,Trader,Small (10-49),Fabric,SR,SR Adhesive,Assembly,Trial Order,196,Monthly,22,Cash,Yes,3,Yes,Medium,WhatsApp,Cold,49
Company_1595,Packaging,Paper Bag Producer,Mirpur,Dhaka,Mixed Zone,14.6,Distributor,Small (10-49),Paper/Board,PU,PU Adhesive,Lamination,Trial Order,160,Monthly,47,Unknown,No,0,Yes,Low,Phone Call,Save For Later,40
Company_1596,Packaging,Plastic Packaging Manufacturer,Tongi,Gazipur,Industrial Zone,28.2,Trader,Micro (1-9),Plastic,Unknown,General Purpose Adhesive,Repair/Maintenance,Regular Reorder,29,Monthly,67,Cash,Yes,9,Yes,Medium,Website Inquiry,Save For Later,39
Company_1597,Furniture,Wood Furniture Factory,Keraniganj,Dhaka,Near Highway,14.2,Trader,Small (10-49),Fabric,Unknown,SR Adhesive,Bonding,Regular Reorder,401,Monthly,12,Credit,Yes,25,Yes,High,Phone Call,Warm,79
